Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Maverick Indonesia,https://www.crunchbase.com/organization/maverick-indonesia,"Consulting, Marketing, Media and Entertainment, Professional Services, Social Media","Jakarta, Jakarta Raya, Indonesia","Maverick Indonesia is a Strategic communication agency specializing in planning, support & specialist services, & measurement & evaluation.","1,515,822",Active,2002-01-01,year,,,,,For Profit,https://maverick.co.id/,,,,,
RS Ananda,https://www.crunchbase.com/organization/rs-ananda,"Dental, Health Care, Hospital, Medical, Outpatient Care","Bekasi, Jawa Barat, Indonesia","RS Ananda is a healthcare organization that offers skilled outpatient nursing, dental treatments, oral solutions, and telemedical services.","1,515,839",Active,2001-01-01,year,,,,,For Profit,https://www.rsananda.com/,,,,,
PT eMobile Indonesia,https://www.crunchbase.com/organization/pt-emobile-indonesia,"Information Technology, Internet, Mobile","Jakarta, Jakarta Raya, Indonesia",PT eMobile Indonesia is an information technology and services company that specializes in mobile solutions & internet banking.,"1,519,500",Active,2000-01-01,day,,,,,For Profit,http://emobile.com.sg/,,,,,
Halcom,https://www.crunchbase.com/organization/halcom,"Consulting, Information Technology, IT Infrastructure","Batam, Kepulauan Riau, Indonesia",Halcom offers IT infrastructure and IT consulting services.,"1,525,409",Active,2003-06-18,day,,,,,For Profit,https://pt-halcom.com/,,,,,
Sinar Mulia Plasindo Lestari,https://www.crunchbase.com/organization/sinar-mulia-plasindo-lestari,"Agriculture, Manufacturing, Packaging Services","Bandung, Jawa Barat, Indonesia","Sinar Mulia Plasindo Lestari supplies woven bags, monofilament fabric nets, and polyethylene foams for agricultural businesses.","1,528,289",Active,2000-01-01,year,,,,,For Profit,https://smpl.co.id/,,,,,
Indonesia Design,https://www.crunchbase.com/organization/indonesia-design,"Content, Publishing","Jakarta, Jakarta Raya, Indonesia","Indonesia Design is a magazine company that covers architecture, art, interior, and product design.","1,540,039",Active,2003-01-01,year,,,,,For Profit,https://indonesiadesign.com,,,,,
K-Link,https://www.crunchbase.com/organization/k-link-37f6,"Direct Marketing, Direct Sales, Marketing","Jakarta, Jakarta Raya, Indonesia","K-Link is a digital network marketing company that provides business opportunities with health, beauty, and household products.","1,546,374",Active,2002-05-01,month,,,,,For Profit,https://k-link.co.id,,,,,
PT Kurniamitra Duta Sentosa,https://www.crunchbase.com/organization/pt-kurniamitra-duta-sentosa,"Food and Beverage, Food Processing","Banten, Jawa Barat, Indonesia",PT Kurniamitra Duta Sentosa engaged in the food and beverage industry.,"1,553,708",Active,2000-01-01,year,2020-09-07,day,,,For Profit,http://www.kmds.co.id,"PT Kurniamitra Duta Sentosa has developed into a national-scale company with product distribution covering all regions. It is the importer and official distributor for beverage mix products, in the form of coffee, tea, chocolate, vanilla, and more. They offer monin, a premium syrup product that comes in a wide variety of flavors.",IPO,,,
Yayasan Pendidikan Telkom,https://www.crunchbase.com/organization/yayasan-pendidikan-telkom,"Education, Management Consulting, Non Profit","Bandung, Jawa Barat, Indonesia",Yayasan Pendidikan Telkom is a non-profit foundation that provides one pipe education system.,"1,560,671",Active,2002-01-01,year,,,,,For Profit,https://ypt.or.id,,,,,
JogjaCamp,https://www.crunchbase.com/organization/jogjacamp,"E-Commerce, SEO, Web Design, Web Development","Yogyakarta, Yogyakarta, Indonesia",JogjaCamp is a website design and development company.,"1,563,391",Active,2003-01-01,year,,,,,For Profit,https://jogjacamp.com,,,,,
Tanrise Property,https://www.crunchbase.com/organization/tanrise-property,"Property Development, Property Management, Real Estate","Surabaya, Jawa Timur, Indonesia",Tanrise Property is a property management and property development company.,"1,566,040",Active,2003-01-01,day,2018-07-09,day,,,For Profit,https://tanrise.com/,"Tanrise Property provides property products, including apartments, residential properties, hotels, office buildings, and warehouses. Their customers inquiries are addressed through phone, email, and online applications.",IPO,,,
Bali Swimwear Fabric Company,https://www.crunchbase.com/organization/bali-swimwear-fabric-swimwear-fabric-supplier-bali-high-quality-swim-fabric,"Fashion, Manufacturing","Denpasar, Bali, Indonesia",Bali Swimwear Fabric | We supply high-grade swimwear & bikini fabric in many amazing 2018 colours with UV &Chlorine resistance.,"1,575,006",Active,2002-01-01,year,,,,,For Profit,https://www.baliswimfabric.com/,"Bali Swimwear Fabric | We supply high-grade swimwear & bikini fabric in many amazing 2018 colors with UV &Chlorine resistance.All in stock, off the shelf in Kerobokan Bali.Premium Swimwear Fabric Supplier Bali.",,,,
Era Daya Potensia,https://www.crunchbase.com/organization/era-daya-potensia,"Human Resources, Recruiting, Staffing Agency","Bandung, Jawa Barat, Indonesia",Era Daya Potensia is a recruiting company located in Bandung.,"1,581,621",Active,2004-01-01,year,,,,,For Profit,http://www.erapotensia.com/,,,,,
PT Indocahaya Wira Nusantara,https://www.crunchbase.com/organization/pt-indocahaya-wira-nusantara,"Construction, Mechanical Engineering, Procurement","Jakarta, Jakarta Raya, Indonesia",PT Indocahaya Wira Nusantara is a Mechanical Electrical Engineering and Procurement Construction Company.,"1,586,248",Active,2000-01-01,year,,,,,For Profit,https://icwn.co.id,,,,,
IKONSULTAN INOVATAMA,https://www.crunchbase.com/organization/ikonsultan-inovatama,"Business Information Systems, Information Services, Information Technology","Jakarta, Jakarta Raya, Indonesia",iKonsultan Inovatama is a leading IT management consulting firm located in Jakarta.,"1,591,956",Active,2002-01-01,day,,,,,For Profit,http://ikonsultan.com/,,,,,
Isargas,https://www.crunchbase.com/organization/isargas,"Energy, Energy Management, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia",Isargas is an energy trading company that supplies and distributes natural gas and its derivatives.,"1,593,438",Active,2003-01-01,year,,,,,For Profit,https://www.isargas.com,,,,,
PT. Metro Ocean Service,https://www.crunchbase.com/organization/pt-metro-ocean-service,"Marine Technology, Marine Transportation, Recruiting","Jakarta, Jakarta Raya, Indonesia","PT. Metro Ocean Service operates in maritime industry, focusing on Crew Management, Ship Management, and Technical Services.","1,595,554",Active,2002-01-01,year,,,,,For Profit,https://www.metroocean.com,,,,,
PT Planet Properindo Jaya,https://www.crunchbase.com/organization/pt-planet-properindo-jaya,"Hotel, Leisure, Service Industry, Travel Accommodations","Bandung, Jawa Barat, Indonesia","PT Planet Properindo Jaya owns and operates public hotels and motels and offers accommodation, dining, restaurant, and event facilities.","1,609,008",Active,2003-01-01,year,2020-09-15,day,,,For Profit,http://www.planetproperindojaya.com,"PT Planet Properindo Jaya owns and operates public hotels and motels and offers accommodation, dining, restaurant, and event facilities.",IPO,,,
Macaronis Resort,https://www.crunchbase.com/organization/macaronis-resort,"Hospitality, Leisure, Resorts","Yogyakarta, Yogyakarta, Indonesia",Macaronis Resort is to accommodate surfers for surfing world-class.,"1,632,124",Active,2003-01-01,year,,,,,For Profit,https://www.macaronisresort.com,"Macaronis is visited annually by pro surfers, shapers, photographers, and frothers alike. There is no doubt Macaronis is one of the best waves on the planet. Although perfect Macaronis is what most people come to surf, there are many other waves to choose from including some perfect alternatives for new to intermediate surfers. At Macaronis Resort, surfers of all levels can find exactly what they are looking for in Mentawai Islands surf.",,,,
Mitra Teleinformatika Perkasa,https://www.crunchbase.com/organization/mitra-teleinformatika-perkasa,"Business Development, Consulting, IT Infrastructure","Jakarta, Jakarta Raya, Indonesia","Mitra Teleinformatika Perkasa provides consulting, business solutions, and IT infrastructure services.","1,632,847",Active,2003-01-01,year,,,,,For Profit,https://mtp.co.id,,,,,
Century Investment Futures,https://www.crunchbase.com/organization/century-investment-futures,"Finance, Financial Exchanges, Foreign Exchange Trading, Stock Exchanges","Jakarta, Jakarta Raya, Indonesia",Century Investment Futures provides foreign exchange trading services.,"1,633,064",Active,2004-01-01,year,,,,,For Profit,http://centuryrealtime.co.id/,,,,,
Mobirent,https://www.crunchbase.com/organization/mobirent,"Automotive, Service Industry, Transportation","Jakarta, Jakarta Raya, Indonesia",Mobirent is a car rental company that offers car rental services.,"1,638,464",Active,2002-09-17,day,,,,,For Profit,https://mobirent.id,,,,,
Twister Communications,https://www.crunchbase.com/organization/twister-communications,"Advertising, Events, Graphic Design","Tebet Barat, Jakarta Raya, Indonesia",Twister Communications is a brand activation and advertising agency that offers graphic design services.,"1,643,791",Active,2002-01-01,year,,,,,For Profit,https://www.twistercomm.com,,,,,
PT Ruswin Indonesia,https://www.crunchbase.com/organization/pt-ruswin-indonesia,,"Cilandak, Jakarta Raya, Indonesia",Ruswin Technology Solutions,"1,659,331",Active,2001-09-08,day,,,,,For Profit,https://www.ruswin.co.id,"PT Ruswin Indonesia is an electronic integration company channel partner of Gallagher Security and Genetec Security in Indonesia established in 2001 Electronic Security, Audio Video, IPTV, CCTV, Access Control, Locksmithing, Key Safes, High Security Locks,",,,,
Versa Technology,https://www.crunchbase.com/organization/versa-technology,"Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",Versa Technology began to develop early in 2004 with the making of management system programs for large and medium scale enterprise.,"1,665,201",Active,2004-01-01,year,,,,,For Profit,https://www.versatech.co.id/,,,,,
Injani Systems,https://www.crunchbase.com/organization/injani-systems,"CRM, SaaS, Software","Jakarta, Jakarta Raya, Indonesia",Injani Systems is a SaaS company located in Jakarta.,"1,674,546",Active,2003-01-01,day,,,,,For Profit,http://www.injani.com/,,,,,
Kapan Lagi Networks,https://www.crunchbase.com/organization/kapan-lagi-networks,"Media and Entertainment, Online Portals","Gondangdia, Jakarta Raya, Indonesia",Kapanlagi Network operates lifestyle news and entertainment Web portals in Indonesia.,"1,676,327",Closed,2003-01-01,year,2018-02-02,day,2018-02-02,day,For Profit,http://www.kln.id/,"Kapanlagi Network operates lifestyle news and entertainment Web portals in Indonesia. The company offers media services, which provide information in the areas of inspiring stories, body and mind, relationship, food, fashion, zodiac signs, music, and others. It also enables clients to produce video contents ranging from beauty tutorials and event documentary to music clips and short films; offers content marketing management solutions; and content services, which include creating entertaining and informative stories. In addition, it offers entrepreneurs with mentorship services; strategic support services, such as building traffic, branding, network building, and information technology advisory services; and seed funding services to start businesses.",M&A,,,
Mutualplus Global Resources,https://www.crunchbase.com/organization/mutualplus-global-resources,"Consulting, Management Consulting, Training","Jakarta, Jakarta Raya, Indonesia","Mutualplus Global Resources offers assistance, strategic consulting, and integrated solutions to enhance business growth for organizations.","1,676,491",Active,2000-01-01,year,,,,,For Profit,https://www.mutualplus.co.id/,,,,,
